owner,name,createdAt,pushedAt,isMirror,diskUsage,primaryLanguage,languages,contributors,watchers,stargazers,forks,issues,commits,pullRequests,branches,tags,releases,description
kubernetes,minikube,2016-04-15 22:38:35,2024-06-30 13:28:44,False,217900,Go,15,1392,484,28727,4807,9458,24500,9654,5,148,148,Run Kubernetes locally
mattermost,mattermost,2015-06-15 06:50:02,2024-06-30 06:56:51,False,750722,TypeScript,12,972,541,28537,6985,8262,18774,18955,716,1050,576,Mattermost is an open source platform for secure collaboration across the entire software development lifecycle..
composer,composer,2011-06-08 08:53:00,2024-06-24 22:42:04,False,27120,PHP,1,986,602,28387,4484,7653,12475,3938,3,200,200,Dependency Manager for PHP
influxdata,influxdb,2013-09-26 14:31:10,2024-06-28 22:50:52,False,195735,Rust,6,615,736,28164,3506,13310,49264,11400,105,443,82,"Scalable datastore for metrics, events, and real-time analytics"
milvus-io,milvus,2019-09-16 06:43:43,2024-06-30 12:26:07,False,190597,Go,12,242,271,28032,2703,11117,20167,21081,122,85,80,"A cloud-native vector database, storage for next generation AI applications"
hashicorp,consul,2013-11-04 22:15:27,2024-06-30 01:32:38,False,479983,Go,11,1792,921,28020,4395,5406,21380,15768,1654,400,174,"Consul is a distributed, highly available, and data center aware solution to connect and configure applications across dynamic, distributed infrastructure."
facebook,rocksdb,2012-11-30 06:16:18,2024-06-29 16:02:49,False,219045,C++,12,873,1005,27806,6182,3152,12800,9430,187,270,191,"A library that provides an embeddable, persistent key-value store for fast storage."
pola-rs,polars,2020-05-13 19:45:33,2024-06-30 13:16:42,False,139029,Rust,4,423,158,27536,1685,7872,10199,9363,42,465,163,"Dataframes powered by a multithreaded, vectorized query engine, written in Rust"
facebook,folly,2012-06-01 20:49:04,2024-06-29 13:38:21,False,44674,C++,14,879,1026,27483,5463,1118,13039,1087,6,433,194,An open-source C++ library developed and used at Facebook.
Lightning-AI,pytorch-lightning,2019-03-31 00:45:57,2024-06-30 14:15:38,False,131517,Python,8,930,246,27414,3292,6985,10350,10171,103,209,157,"Pretrain, finetune and deploy AI models on multiple GPUs, TPUs with zero code changes."
numpy,numpy,2010-09-13 23:02:39,2024-06-30 14:17:56,False,144051,Python,14,1628,595,26992,9597,12537,36282,14227,29,240,113,The fundamental package for scientific computing with Python.
backstage,backstage,2020-01-24 22:39:49,2024-06-30 05:29:38,False,7468135,TypeScript,13,1525,218,26987,5618,5717,55637,18529,459,493,344,Backstage is an open framework for building developer portals
Automattic,mongoose,2010-04-06 21:39:05,2024-06-26 09:00:49,False,126198,JavaScript,4,1018,494,26755,3797,10732,21175,3678,125,866,138,MongoDB object modeling designed to work in an asynchronous environment.
angular,angular-cli,2015-06-04 19:49:37,2024-06-29 21:12:21,False,171123,TypeScript,8,644,998,26660,11978,15275,15165,12260,26,869,719,CLI tool for Angular
mpv-player,mpv,2012-10-13 08:08:44,2024-06-29 18:19:15,False,104326,C,9,480,501,26659,2833,9832,52663,4412,41,85,85,🎥 Command line video player
llvm,llvm-project,2016-12-07 09:39:33,2024-06-30 14:30:36,False,3044794,LLVM,54,4042,591,26656,10921,71956,503423,24489,515,268,109,The LLVM Project is a collection of modular and reusable compiler and toolchain technologies.
servo,servo,2012-02-08 19:07:25,2024-06-30 12:22:02,False,1381282,HTML,25,1196,497,26451,2932,12389,48604,20150,116,5,0,"Servo, the embeddable, independent, memory-safe, modular, parallel web rendering engine"
directus,directus,2012-12-12 01:35:36,2024-06-30 11:05:14,False,397158,TypeScript,8,393,306,26399,3661,8175,11910,8128,166,383,304,The Modern Data Stack 🐰 — Directus is an instant REST+GraphQL API and intuitive no-code data collaboration app for any SQL database.
dokku,dokku,2013-06-08 10:26:57,2024-06-29 06:16:18,False,17878,Shell,17,507,342,26363,1843,2674,10731,3984,10,279,274,A docker-powered PaaS that helps you build and manage the lifecycle of applications
freqtrade,freqtrade,2017-05-17 23:48:53,2024-06-30 09:42:13,False,400952,Python,8,288,621,26263,5765,4560,24938,5763,16,89,84,"Free, open source crypto trading bot"
nextcloud,server,2016-06-02 07:44:14,2024-06-30 13:23:34,False,4397662,PHP,12,1049,553,26102,3926,18356,75073,26483,425,1008,242,"☁️ Nextcloud server, a safe home for all your data"
hashicorp,vagrant,2010-01-21 08:34:27,2024-06-28 22:20:35,False,80695,Ruby,14,2005,721,26012,4413,9485,16729,3843,103,278,120,Vagrant is a tool for building and distributing development environments.
qbittorrent,qBittorrent,2012-02-04 09:37:46,2024-06-30 13:42:37,False,221004,C++,10,326,414,25862,3824,15648,12810,4293,16,237,0,qBittorrent BitTorrent client
quasarframework,quasar,2015-10-05 15:45:36,2024-06-27 11:40:20,False,379618,JavaScript,9,698,469,25496,3446,7712,14242,4624,9,915,901,Quasar Framework - Build high-performance VueJS user interfaces in record time
emscripten-core,emscripten,2011-02-12 05:23:30,2024-06-30 07:36:04,False,241125,C++,16,799,589,25349,3249,9088,27143,12629,137,440,0,Emscripten: An LLVM-to-WebAssembly Compiler
signalapp,Signal-Android,2011-12-15 20:01:12,2024-06-28 19:23:25,False,1335224,Java,9,332,897,25147,6050,10726,14909,2768,1,1444,10,A private messenger for Android.
telegramdesktop,tdesktop,2014-05-02 12:36:31,2024-06-30 07:31:57,False,223656,C++,13,174,822,25105,4989,13940,17640,1980,10,715,715,Telegram Desktop messaging app
taichi-dev,taichi,2016-11-24 10:00:05,2024-06-24 06:10:26,False,59510,C++,13,235,389,25045,2258,2634,10851,5815,211,118,115,"Productive, portable, and performant GPU programming in Python."
fish-shell,fish-shell,2012-05-10 03:00:55,2024-06-30 10:26:09,False,75628,Rust,12,882,281,25045,1879,7092,19114,3304,34,80,44,The user-friendly command line shell.
openssl,openssl,2013-01-15 22:34:48,2024-06-30 13:57:33,False,235437,C,14,928,1010,24844,9917,9693,35336,14121,27,378,31,TLS/SSL and crypto library
ApolloAuto,apollo,2017-07-04 19:03:31,2024-06-26 09:59:43,False,3267993,C++,22,320,1111,24700,9618,4381,19297,11003,36,16,12,An open autonomous driving platform
AvaloniaUI,Avalonia,2013-12-05 20:13:21,2024-06-30 10:46:48,False,176160,C#,11,412,466,24510,2119,6738,26662,5485,544,118,79,"Develop Desktop, Embedded, Mobile and WebAssembly apps with C# and XAML. The most popular .NET UI client technology"
marmelab,react-admin,2016-07-13 07:58:54,2024-06-30 10:07:52,False,395110,TypeScript,5,594,270,24419,5201,4472,19989,5483,18,368,350,"A frontend Framework for building data-driven applications running on top of REST/GraphQL APIs, using TypeScript, React and Material Design"
jumpserver,jumpserver,2014-07-04 03:54:59,2024-06-28 11:10:15,False,81220,Python,5,126,661,24269,5252,6342,11390,7137,54,232,222,An open-source PAM tool alternative to CyberArk.  广受欢迎的开源堡垒机。
envoyproxy,envoy,2016-08-08 15:07:24,2024-06-29 20:59:57,False,223540,C++,24,1205,588,24250,4682,11276,22116,23666,214,168,167,Cloud-native high-performance edge/middle/service proxy
angular,components,2016-01-04 18:50:02,2024-06-30 09:53:24,False,110221,TypeScript,7,758,898,24204,6689,15024,11911,14187,110,483,479,Component infrastructure and Material Design components for Angular
elixir-lang,elixir,2011-01-09 08:43:57,2024-06-27 10:08:25,False,61259,Elixir,7,1312,673,23975,3328,5359,20362,8314,21,160,151,"Elixir is a dynamic, functional language for building scalable and maintainable applications"
celery,celery,2009-04-24 11:31:24,2024-06-29 07:51:02,False,35363,Python,5,1134,471,23971,4613,5049,12560,3393,109,240,48,Distributed Task Queue (development branch)
syl20bnr,spacemacs,2012-12-17 21:34:03,2024-06-29 11:42:31,False,62099,Emacs Lisp,5,1191,483,23562,4901,8515,12886,7837,26,164,158,"A community-driven Emacs distribution - The best editor is neither Emacs nor Vim,  it's Emacs *and* Vim!"
mindsdb,mindsdb,2018-08-02 17:56:45,2024-06-29 19:44:22,False,250771,Python,6,758,381,22996,3480,3839,18453,5110,99,256,230,The platform for building AI from enterprise data
taosdata,TDengine,2019-07-11 08:33:48,2024-06-29 16:08:32,False,401509,C,13,187,691,22994,4825,4755,66232,21433,1166,356,112,"TDengine is an open source, high-performance, cloud native time-series database optimized for Internet of Things (IoT), Connected Cars, Industrial IoT and DevOps."
youzan,vant,2017-04-19 07:55:31,2024-06-29 22:09:13,False,122891,TypeScript,7,337,371,22973,9459,7145,10051,5410,18,584,262,"A lightweight, customizable Vue UI library for mobile web apps."
goharbor,harbor,2016-01-28 21:10:28,2024-06-29 13:52:50,False,234551,Go,14,314,530,22968,4643,11254,12156,9108,46,303,293,"An open source trusted cloud native registry project that stores, signs, and scans content."
libgdx,libgdx,2012-08-10 19:34:38,2024-06-30 10:28:03,False,1103080,Java,13,565,1160,22927,6409,3726,15369,3648,3,55,11,Desktop/Android/HTML5/iOS Java game development framework
rancher,rancher,2014-11-07 20:49:31,2024-06-29 23:22:17,False,152363,Go,12,386,644,22769,2911,33471,12124,11782,437,1834,1000,Complete container management platform
facebook,zstd,2015-01-24 00:22:38,2024-06-29 23:04:05,False,38893,C,15,436,411,22747,2030,1379,10650,2664,28,75,67,Zstandard - Fast real-time compression algorithm
BabylonJS,Babylon.js,2013-06-27 20:40:42,2024-06-28 18:33:34,False,1210923,TypeScript,7,518,539,22741,3388,3015,43307,12147,12,560,365,"Babylon.js is a powerful, beautiful, simple, and open game and rendering engine packed into a friendly JavaScript framework."
kovidgoyal,kitty,2016-10-16 14:48:28,2024-06-30 01:28:47,False,54547,Python,10,289,182,22708,923,5372,14214,1298,4,111,111,"Cross-platform, fast, feature-rich, GPU based terminal"
bazelbuild,bazel,2014-06-12 16:00:38,2024-06-30 14:21:08,False,934893,Java,15,1000,605,22675,3971,13477,40116,8563,232,278,147,"a fast, scalable, multi-language and extensible build system"
ethereum,solidity,2015-08-17 12:27:26,2024-06-30 14:35:41,False,75422,C++,10,622,720,22653,5615,5946,24477,8805,389,126,109,"Solidity, the Smart Contract Programming Language"
nrwl,nx,2017-08-11 18:50:23,2024-06-29 20:18:41,False,269571,TypeScript,8,920,170,22578,2252,9918,12674,12989,153,790,759,Smart Monorepos · Fast CI
emberjs,ember.js,2011-05-25 23:39:40,2024-06-30 14:36:08,False,82216,JavaScript,4,824,849,22461,4213,6714,22554,10321,76,784,525,Ember.js - A JavaScript framework for creating ambitious web applications
containers,podman,2017-11-01 15:01:27,2024-06-30 08:21:58,False,141611,Go,12,660,208,22353,2305,8695,22878,12930,57,221,198,Podman: A tool for managing OCI containers and pods.
microsoft,vcpkg,2016-09-15 16:40:50,2024-06-30 08:42:49,False,73860,CMake,10,2017,433,22121,6153,17764,22569,20172,1,53,50,"C++ Library Manager for Windows, Linux, and MacOS"
facebook,flow,2014-10-28 17:17:45,2024-06-30 02:17:21,False,135091,OCaml,11,862,392,22090,1851,6661,17900,2386,222,355,352,Adds static typing to JavaScript to improve developer productivity and code quality.
jitsi,jitsi-meet,2013-12-16 12:51:09,2024-06-28 19:13:34,False,270662,TypeScript,13,479,508,22032,6571,6227,12362,8591,351,16049,63,"Jitsi Meet - Secure, Simple and Scalable Video Conferences that you use as a standalone app or embed in your web application."
dotnet,maui,2020-05-08 18:11:05,2024-06-30 12:48:40,False,243710,C#,10,2824,652,21818,1660,12516,14851,8076,720,459,76,".NET MAUI is the .NET Multi-platform App UI, a framework for building native device applications spanning mobile, tablet, and desktop."
PaddlePaddle,Paddle,2016-08-15 06:59:08,2024-06-30 14:34:56,False,441872,C++,12,938,718,21776,5467,18107,49211,47250,58,79,63,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice （『飞桨』核心框架，深度学习&机器学习高性能单机、分布式训练和跨平台部署）
forem,forem,2016-11-13 23:02:13,2024-06-25 10:34:29,False,1665342,Ruby,10,703,360,21729,3966,5633,13430,14422,35,10,0,For empowering community 🌱
arendst,Tasmota,2017-01-28 13:37:08,2024-06-30 13:38:42,False,233369,C,18,351,625,21688,4713,9517,19515,6574,8,109,107,"Alternative firmware for ESP8266 and ESP32 based devices with easy configuration using webUI, OTA updates, automation using timers or rules, expandability and entirely local control over MQTT, HTTP, Serial or KNX. Full documentation at"
google,ExoPlayer,2014-06-13 21:19:18,2024-06-22 02:42:18,False,483154,Java,6,246,843,21603,5992,10123,18874,1195,4,207,28,An extensible media player for Android
seaweedfs,seaweedfs,2014-07-14 16:41:37,2024-06-29 16:32:12,False,56431,Go,8,280,536,21601,2208,2693,10672,2389,28,285,248,"SeaweedFS is a fast distributed storage system for blobs, objects, files, and data lake, for billions of files! Blob store has O(1) disk seek, cloud tiering. Filer supports Cloud Drive, cross-DC active-active replication, Kubernetes, POSIX FUSE mount, S3 API, S3 Gateway, Hadoop, WebDAV, encryption, Erasure Coding."
Anuken,Mindustry,2017-04-30 01:24:29,2024-06-30 14:28:12,False,1838723,Java,6,607,553,21590,2886,4349,17758,5545,4,160,160,The automation tower defense RTS
jhipster,generator-jhipster,2013-10-21 20:07:22,2024-06-30 08:51:18,False,162320,TypeScript,12,713,717,21308,4009,7728,53658,18773,15,248,37,"JHipster is a development platform to quickly generate, develop, & deploy modern web applications & microservice architectures."
Budibase,budibase,2019-06-07 11:03:41,2024-06-28 16:37:39,False,493608,TypeScript,10,93,212,21199,1433,4378,32686,4685,77,2871,453,"Low code platform for building business apps and workflows in minutes. Supports PostgreSQL, MySQL, MSSQL, MongoDB, Rest API, Docker, K8s, and more 🚀  "
processing,p5.js,2013-02-26 03:14:47,2024-06-30 10:23:56,False,99174,JavaScript,5,673,499,21102,3220,3818,12918,3160,7,96,89,"p5.js is a client-side JS platform that empowers artists, designers, students, and anyone to learn to code and express themselves creatively on the web. It is based on the core principles of Processing. http://twitter.com/p5xjs —"
pubkey,rxdb,2016-12-02 19:34:42,2024-06-28 13:31:18,False,303664,TypeScript,6,219,209,20941,1021,714,11299,5351,202,446,446,"A fast, local first, reactive Database for JavaScript Applications https://rxdb.info/"
keycloak,keycloak,2013-07-02 13:38:51,2024-06-30 11:37:10,False,503175,Java,13,1118,373,20859,6419,10513,25402,16045,11,224,59,Open Source Identity and Access Management For Modern Applications and Services
Homebrew,homebrew-cask,2012-03-05 02:05:17,2024-06-30 13:41:42,False,387847,Ruby,3,8811,320,20678,10602,6452,235376,171436,7,130,81,🍻 A CLI workflow for the administration of macOS applications distributed as binaries
OpenAPITools,openapi-generator,2018-05-12 09:57:56,2024-06-30 08:55:38,False,873009,Java,24,2912,215,20528,6271,8068,20227,10878,89,86,64,"OpenAPI Generator allows generation of API client libraries (SDK generation), server stubs, documentation and configuration automatically given an OpenAPI Spec (v2, v3)"
pulumi,pulumi,2016-10-31 21:02:47,2024-06-29 18:09:59,False,145161,Go,11,297,193,20452,1060,7176,11840,8213,861,1049,253,Pulumi - Infrastructure as Code in any programming language 🚀
duckdb,duckdb,2018-06-26 15:04:45,2024-06-30 13:16:31,False,288836,C++,9,334,196,20418,1656,4615,44674,6054,1,42,41,DuckDB is an analytical in-process SQL database management system
521xueweihan,GitHub520,2020-05-13 07:25:21,2024-06-30 14:05:13,False,9300,Python,1,18,259,20357,2074,188,15229,36,1,0,0,:kissing_heart: 让你“爱”上 GitHub，解决访问时图裂、加载慢的问题。（无需安装）
zulip,zulip,2015-09-25 16:37:25,2024-06-30 13:14:16,False,459183,Python,12,2162,377,20329,7508,9004,59147,21577,27,136,100,Zulip server and web application. Open-source team chat that helps teams stay productive and focused.
saleor,saleor,2013-02-12 16:46:39,2024-06-29 04:40:11,False,256629,Python,5,257,374,20328,5355,4295,21274,10575,258,1217,1000,"Saleor Core: the high performance, composable, headless commerce API."
ScoopInstaller,Scoop,2013-05-11 03:52:15,2024-06-30 10:29:47,False,12040,PowerShell,2,439,239,20302,1367,2870,10231,2696,14,20,11,A command-line installer for Windows.
oracle,graal,2016-01-14 17:11:35,2024-06-29 00:38:34,False,392748,Java,21,1697,471,19962,1597,4091,83468,4883,134,291,32,"GraalVM compiles Java applications into native executables that start instantly, scale fast, and use fewer compute resources 🚀"
radareorg,radare2,2012-07-03 07:42:26,2024-06-29 06:45:04,False,175114,C,22,903,486,19931,2955,8423,32171,14192,61,115,91,UNIX-like reverse engineering framework and command-line toolset
Wilfred,difftastic,2018-12-18 11:19:45,2024-06-30 06:12:33,False,1667513,Rust,7,400,59,19918,317,568,14965,160,34,69,41,a structural diff that understands syntax 🟥🟩
matplotlib,matplotlib,2011-02-19 03:17:12,2024-06-30 03:18:32,False,452226,Python,13,1440,594,19618,7478,10339,50509,18127,23,132,85,matplotlib: plotting with Python
